,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
214,1438,三地開發,"252,227",131,"3,661,149",14.80,14.90,14.20,14.20,-,0.2,14.20,9,14.30,103,34.63
215,1439,中和,"163,045",103,"4,808,333",29.30,29.75,29.25,29.60,+,0.3,29.55,1,29.60,26,174.12
216,1440,南紡,"7,756,320","1,826","96,663,779",12.20,12.65,12.20,12.40,+,0.2,12.35,245,12.40,62,0.00
217,1441,大東,"1,742,208",827,"16,411,089",9.90,9.92,9.00,9.49,-,0.41,9.46,1,9.49,37,0.00
218,1442,名軒,"1,573,161",566,"30,428,005",19.15,19.55,19.10,19.35,+,0.25,19.30,8,19.35,1,42.07
219,1443,立益,"128,000",43,"1,126,930",8.82,8.90,8.78,8.85,-,0.09,8.80,3,8.87,3,0.00
220,1444,力麗,"50,496,633","9,337","578,186,403",11.45,11.45,11.45,11.45,+,1.0,11.45,"84,259",--,0,0.00
221,1445,大宇,"117,435",43,"1,095,475",9.42,9.42,9.24,9.35,-,0.01,9.31,1,9.35,2,0.00
222,1446,宏和,"110,000",58,"3,504,300",32.10,32.10,31.70,31.95,-,0.1,31.95,1,32.00,5,0.00
223,1447,力鵬,"17,313,818","4,516","124,204,627",6.97,7.37,6.95,7.11,+,0.26,7.11,72,7.12,2,0.00
224,1449,佳和,"497,103",188,"8,481,603",16.95,17.30,16.95,17.15, ,0.0,17.15,2,17.20,6,0.00
225,1451,年興,"110,834",110,"1,867,822",16.85,16.95,16.75,16.80,-,0.05,16.75,12,16.80,2,0.00
226,1452,宏益,"149,015",94,"2,393,590",16.00,16.20,15.90,16.10,+,0.1,16.05,22,16.10,6,29.27
227,1453,大將,"388,329",166,"3,497,161",8.83,9.39,8.82,9.10,+,0.3,9.10,9,9.13,6,0.00
228,1454,台富,"65,100",29,"541,984",8.30,8.38,8.30,8.34,+,0.04,8.31,6,8.34,8,0.00
229,1455,集盛,"4,605,223","1,477","41,974,249",9.01,9.29,8.92,8.95,+,0.03,8.95,3,8.96,12,0.00
230,1456,怡華,"22,044",20,"219,580",9.97,9.99,9.91,9.97, ,0.0,9.97,4,9.99,1,332.33
231,1457,宜進,"315,452",134,"4,307,217",13.60,13.75,13.55,13.70,+,0.05,13.60,5,13.70,27,6.12
232,1459,聯發,"249,910",89,"2,200,465",8.80,8.86,8.76,8.80, ,0.0,8.78,1,8.80,2,0.00
233,1460,宏遠,"1,229,027",480,"11,889,006",9.59,9.77,9.55,9.60,-,0.01,9.60,21,9.65,1,0.00
234,1463,強盛,"202,599",109,"2,595,345",12.80,13.00,12.65,12.85, ,0.0,12.80,1,12.85,11,26.77
235,1464,得力,"530,008",371,"9,689,790",18.20,18.45,18.00,18.30,+,0.3,18.30,3,18.35,9,65.36
236,1465,偉全,"44,200",35,"591,979",13.40,13.50,13.30,13.40, ,0.0,13.40,8,13.45,7,0.00
237,1466,聚隆,"4,787,984","1,784","92,911,041",19.10,20.10,18.95,19.25,-,0.25,19.20,14,19.25,3,0.00
238,1467,南緯,"1,361,100",633,"27,033,210",20.00,20.15,19.70,19.70,-,0.1,19.70,40,19.75,1,0.00
239,1468,昶和,"22,000",19,"268,500",12.25,12.35,11.95,12.25,-,0.05,12.10,2,12.25,5,58.33
240,1470,大統新創,"9,000",8,"162,350",18.10,18.10,18.00,18.00,-,0.2,17.75,1,18.10,3,38.30
241,1471,首利,"1,246,732",250,"7,355,695",5.90,5.90,5.90,5.90,+,0.53,5.90,"8,863",--,0,0.00
242,1472,三洋紡,"229,122",191,"2,743,214",11.70,12.05,11.70,12.00,+,0.1,11.95,7,12.05,4,0.00
243,1473,台南,"85,442",127,"1,601,542",18.70,18.80,18.65,18.80,+,0.1,18.75,2,18.80,27,0.00
244,1474,弘裕,"777,301",383,"10,015,881",12.75,13.05,12.75,12.80,+,0.1,12.80,23,12.85,8,20.00
245,1475,本盟,"20,721",22,"514,640",26.05,26.05,23.30,24.20,+,0.5,24.20,1,25.00,3,0.00
246,1476,儒鴻,"1,174,154",474,"438,766,302",375.50,379.50,372.50,373.00,-,3.0,373.00,1,374.00,72,27.41
247,1477,聚陽,"3,184,117","2,149","562,838,709",178.50,180.00,175.00,176.50,-,1.5,176.00,11,176.50,203,21.06
248,1503,士電,"2,333,109","1,347","121,482,125",50.90,53.00,50.90,51.90,+,1.3,51.80,24,51.90,1,16.12
249,1504,東元,"6,208,762","2,465","188,526,359",29.90,30.75,29.85,30.70,+,0.9,30.65,26,30.70,59,17.75
250,1506,正道,"90,226",58,"1,035,824",11.55,11.55,11.45,11.50,-,0.1,11.45,3,11.50,2,0.00
251,1507,永大,"50,084",45,"2,745,951",54.90,55.00,54.50,55.00, ,0.0,54.90,13,55.00,183,18.09
252,1512,瑞利,"23,012",17,"96,898",4.27,4.27,4.18,4.18,-,0.07,4.18,1,4.27,2,0.00
253,1513,中興電,"28,599,648","13,486","1,492,382,448",51.90,53.60,50.90,51.30,-,0.3,51.30,5,51.40,55,28.50
254,1514,亞力,"953,801",586,"26,277,474",27.35,27.80,27.30,27.50,+,0.15,27.45,36,27.50,27,17.08
255,1515,力山,"6,964,230","4,790","605,363,694",88.90,89.40,86.10,86.20,-,2.8,86.10,132,86.20,14,27.28
256,1516,川飛,"67,650",55,"1,132,667",16.90,16.95,16.65,16.75,-,0.25,16.70,22,16.75,9,22.64
257,1517,利奇,"22,042,575","6,824","276,830,063",11.80,13.00,11.70,12.65,+,0.8,12.65,64,12.75,8,0.00
258,1519,華城,"4,909,836","3,008","221,817,555",45.00,45.85,44.70,45.05,+,0.05,45.00,2,45.05,13,25.60
259,1521,大億,"37,000",32,"1,957,700",52.60,53.00,52.60,52.90,+,0.3,52.90,4,53.00,10,19.10
260,1522,堤維西,"325,862",201,"7,059,268",21.60,21.75,21.55,21.60,+,0.1,21.60,18,21.65,8,22.98
261,1524,耿鼎,"150,077",80,"1,426,065",9.50,9.54,9.48,9.48, ,0.0,9.48,6,9.52,12,18.96
262,1525,江申,"478,351",389,"33,794,740",70.00,72.20,69.20,70.20,-,1.2,70.10,3,70.20,1,18.62
263,1526,日馳,"3,531,404","2,224","168,642,855",47.25,48.50,47.15,48.05,+,0.55,48.00,6,48.05,3,20.89
264,1527,鑽全,"360,590",262,"14,202,949",38.95,39.60,38.95,39.45,+,0.5,39.40,6,39.45,5,20.03
265,1528,恩德,"662,147",298,"5,548,057",8.32,8.42,8.29,8.35,+,0.03,8.34,14,8.35,2,0.00
266,1529,樂士,"69,000",43,"1,143,750",16.70,16.70,16.55,16.55,-,0.1,16.55,4,16.60,11,30.09
267,1530,亞崴,"25,150",15,"753,992",29.95,30.15,29.95,29.95, ,0.0,29.90,8,29.95,1,8.37
268,1531,高林股,"101,569",110,"1,177,279",11.55,11.60,11.50,11.60,+,0.05,11.55,20,11.60,2,0.00
269,1532,勤美,"4,691,800","2,153","150,086,316",30.45,33.20,30.45,31.50,+,1.1,31.45,24,31.50,72,75.00
270,1533,車王電,"36,000",31,"1,067,400",29.75,29.85,29.50,29.65,-,0.1,29.60,8,29.65,4,41.76
