,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
655,2911,麗嬰房,"280,169",128,"1,808,823",6.50,6.50,6.40,6.46, ,0.0,6.45,5,6.46,5,0.00
656,2912,統一超,"524,611",620,"139,873,137",267.00,267.00,266.00,266.50,+,1.0,266.50,4,267.00,21,27.33
657,2913,農林,"556,897",208,"9,384,318",16.85,16.90,16.80,16.85, ,0.0,16.85,24,16.90,166,0.00
658,2915,潤泰全,"1,091,690",575,"72,950,578",67.00,67.10,66.60,66.80, ,0.0,66.80,54,66.90,9,5.14
659,2923,鼎固-KY,"69,000",26,"1,691,100",24.50,24.70,24.35,24.50,+,0.15,24.35,99,24.50,4,0.00
660,2929,淘帝-KY,"969,896",701,"34,248,183",36.45,36.45,34.70,34.95,-,1.5,34.95,7,35.05,3,0.00
661,2936,客思達-KY,"12,000",8,"240,850",20.15,20.20,20.00,20.20,+,0.1,20.20,1,20.25,3,168.33
662,2939,凱羿-KY,"168,090",125,"17,868,540",104.50,109.50,104.00,106.00,+,2.0,106.00,2,107.00,5,123.26
663,3002,歐格,"118,008",61,"1,309,038",11.10,11.20,11.00,11.05,+,0.05,11.05,10,11.10,4,20.85
664,3003,健和興,"329,116",210,"13,366,714",40.10,40.90,40.10,40.80,+,0.7,40.80,4,40.85,15,15.11
665,3004,豐達科,"39,143",40,"2,049,121",52.10,52.40,52.10,52.40,+,0.3,52.30,9,52.40,5,10.19
666,3005,神基,"2,838,620","1,812","135,053,950",47.10,48.05,47.00,47.35,+,1.25,47.30,4,47.40,16,11.30
667,3006,晶豪科,"1,649,271",985,"61,308,990",36.85,37.35,36.75,37.25,+,0.7,37.25,11,37.30,68,11.43
668,3008,大立光,"617,093","1,063","2,236,770,845","3,520.00","3,670.00","3,520.00","3,655.00",+,155.0,"3,650.00",12,"3,660.00",4,17.28
669,3010,華立,"411,556",284,"23,435,546",56.70,57.20,56.40,57.10,+,1.0,57.10,1,57.20,21,8.57
670,3011,今皓,"191,200",83,"1,251,040",6.58,6.70,6.50,6.57,-,0.01,6.51,12,6.57,6,0.00
671,3013,晟銘電,"270,265",116,"3,663,154",13.60,13.75,13.40,13.60,+,0.05,13.55,32,13.60,4,12.95
672,3014,聯陽,"2,545,531","1,821","181,894,407",70.50,72.10,70.00,71.50,+,1.3,71.50,13,71.60,13,17.02
673,3015,全漢,"960,417",574,"30,614,377",31.80,32.30,31.35,32.05,+,0.45,32.05,5,32.20,16,14.31
674,3016,嘉晶,"1,491,802",952,"104,049,537",69.20,70.40,69.20,69.70,+,0.5,69.60,26,69.70,62,774.44
675,3017,奇鋐,"10,514,505","5,962","675,624,416",63.00,65.30,62.70,64.60,+,2.1,64.60,93,64.70,3,17.46
676,3018,同開,"238,237",149,"5,108,601",21.35,21.65,21.35,21.40,+,0.1,21.40,3,21.45,2,0.00
677,3019,亞光,"2,069,167","1,485","136,567,265",64.90,66.90,64.60,66.30,+,2.3,66.20,42,66.30,3,36.63
678,3021,鴻名,"4,806,978","1,975","86,282,728",17.80,18.60,16.70,16.70,-,1.1,16.70,1,16.80,21,13.36
679,3022,威強電,"263,220",163,"11,653,482",44.45,44.90,44.15,44.15,+,0.15,44.15,8,44.35,17,10.96
680,3023,信邦,"540,632",507,"100,268,552",185.00,186.50,183.50,186.50,+,2.5,186.00,2,186.50,28,23.11
681,3024,憶聲,"4,519,232","1,505","54,273,934",12.20,12.45,11.80,12.10,-,0.1,12.10,55,12.15,13,67.22
682,3025,星通,"85,344",61,"1,657,121",19.40,19.75,19.15,19.55,-,0.1,19.55,1,19.60,5,30.08
683,3026,禾伸堂,"810,300",625,"84,939,000",104.00,105.50,103.50,105.00,+,1.5,105.00,43,105.50,9,18.10
684,3027,盛達,"3,812,193","1,566","71,598,579",19.35,19.45,18.20,19.25,+,0.1,19.25,14,19.30,51,0.00
685,3028,增你強,"287,058",173,"5,842,729",20.25,20.50,20.25,20.35,+,0.1,20.30,66,20.35,3,14.85
686,3029,零壹,"651,848",405,"26,872,515",40.95,41.45,40.95,41.15,+,0.2,41.15,5,41.20,3,12.82
687,3030,德律,"853,098",600,"51,412,656",60.00,60.70,59.70,60.50,+,0.9,60.50,2,60.60,25,13.47
688,3031,佰鴻,"185,201",104,"2,755,974",15.00,15.00,14.75,14.85,+,0.15,14.80,36,14.85,1,13.75
689,3032,偉訓,"1,545,106",750,"68,280,305",44.50,44.95,43.30,43.90,-,0.2,43.90,18,43.95,5,13.43
690,3033,威健,"1,698,184",836,"30,642,462",18.25,18.25,17.95,17.95,-,0.15,17.95,145,18.00,14,16.78
691,3034,聯詠,"5,298,224","3,789","1,316,032,824",245.00,251.00,241.00,250.50,+,7.0,250.00,55,250.50,60,17.73
692,3035,智原,"1,212,665",842,"53,162,510",43.25,44.40,42.80,44.00,+,1.1,43.95,34,44.00,13,28.95
693,3036,文曄,"751,358",507,"28,426,094",37.90,38.10,37.70,37.80,+,0.05,37.75,21,37.80,55,9.84
694,3037,欣興,"45,467,244","22,172","3,404,717,744",72.80,76.00,72.80,76.00,+,3.7,75.90,18,76.00,"1,267",26.76
695,3038,全台,"1,788,600",765,"32,802,708",18.50,18.60,18.15,18.35,-,0.1,18.35,16,18.40,34,10.19
696,3040,遠見,"130,930",94,"4,440,787",33.95,34.30,33.60,33.95, ,0.0,33.95,5,34.00,12,8.55
697,3041,揚智,"5,802,306","2,695","149,938,608",24.45,26.60,24.40,26.60,+,2.4,26.60,"9,009",--,0,0.00
698,3042,晶技,"26,959,280","15,996","2,245,492,467",84.50,85.60,81.20,82.30,-,0.3,82.20,33,82.30,9,23.51
699,3043,科風,"9,829,323","3,601","135,801,896",14.95,14.95,12.25,12.25,-,1.35,--,0,12.25,"6,500",0.00
700,3044,健鼎,"752,165",581,"85,149,389",112.50,114.00,112.00,113.00,+,1.5,113.00,67,113.50,6,9.96
701,3045,台灣大,"2,793,654","1,569","280,321,054",100.50,100.50,100.00,100.50, ,0.0,100.00,"2,362",100.50,"1,425",22.48
702,3046,建碁,"74,752",43,"1,259,930",17.00,17.10,16.70,16.80,-,0.45,16.75,8,16.80,20,0.00
703,3047,訊舟,"31,202,632","11,329","502,987,562",16.20,16.90,15.55,16.00,+,0.3,16.00,13,16.05,134,0.00
704,3048,益登,"2,438,218","1,061","43,642,174",17.55,18.15,17.45,18.15,+,0.7,18.15,35,18.20,67,8.81
705,3049,和鑫,"3,692,165","1,350","36,114,915",9.81,9.89,9.68,9.74,-,0.02,9.74,57,9.75,134,13.91
706,3050,鈺德,"4,400,591","1,311","51,506,294",12.10,12.10,11.50,11.60,-,0.65,11.60,15,11.65,2,19.02
707,3051,力特,"319,450",64,"1,530,476",4.88,4.88,4.76,4.80,-,0.08,4.77,5,4.80,13,0.00
708,3052,夆典,"659,230",280,"7,835,460",11.90,11.95,11.80,11.90,+,0.1,11.85,29,11.90,57,6.36
709,3054,立萬利,"7,001",6,"158,872",22.35,22.75,22.35,22.75,+,0.05,22.40,1,22.75,4,"2,275.00"
710,3055,蔚華科,"932,583",669,"31,637,056",33.10,34.75,32.85,34.15,+,1.4,34.15,23,34.20,1,0.00
711,3056,總太,"974,281",595,"36,196,398",36.80,37.45,36.80,37.20,+,0.4,37.15,16,37.20,38,10.28
712,3057,喬鼎,"2,266,281",754,"15,978,072",7.19,7.19,6.90,7.00,-,0.19,6.99,24,7.00,40,0.00
713,3058,立德,"592,038",271,"4,739,113",8.05,8.13,7.95,7.95,-,0.17,7.95,42,7.99,3,0.00
714,3059,華晶科,"1,210,177",567,"32,699,804",27.10,27.30,26.85,26.95, ,0.0,26.90,14,26.95,1,59.89
715,3060,銘異,"392,138",155,"5,411,403",13.65,13.90,13.65,13.85,+,0.1,13.80,14,13.85,2,0.00
716,3062,建漢,"818,247",376,"12,507,849",15.20,15.40,15.10,15.30,+,0.15,15.30,4,15.35,27,765.00
717,3090,日電貿,"369,656",297,"16,721,158",44.70,45.45,44.70,45.40,+,0.75,45.40,2,45.45,8,13.59
718,3094,聯傑,"119,859",88,"2,412,083",19.85,20.40,19.85,20.30,+,0.45,20.20,2,20.25,9,36.91
719,3130,一零四,"8,889",38,"1,303,736",147.50,147.50,146.50,146.50,-,1.0,146.50,1,147.50,2,19.05
720,3149,正達,"579,753",184,"6,131,177",10.50,10.70,10.50,10.65,+,0.25,10.60,27,10.65,45,0.00
721,3164,景岳,"65,002",42,"1,536,596",23.30,23.80,23.30,23.80,+,0.5,23.65,4,23.80,3,58.05
722,3167,大量,"24,000",18,"1,041,250",42.95,43.90,42.95,43.50,+,0.05,43.50,21,43.60,6,20.42
723,3189,景碩,"8,413,895","5,345","544,254,933",62.50,65.50,62.50,65.40,+,3.2,65.30,67,65.40,70,726.67
724,3209,全科,"532,985",293,"10,752,941",20.20,20.30,20.10,20.15,-,0.05,20.10,68,20.15,1,9.29
725,3229,晟鈦,"799,343",254,"8,475,450",10.65,10.65,10.20,10.65,+,0.95,10.65,357,--,0,0.00
726,3231,緯創,"12,430,632","5,080","371,091,953",29.90,30.10,29.50,30.10,+,0.2,30.05,86,30.15,204,10.31
727,3257,虹冠電,"238,874",188,"17,434,709",71.40,74.00,71.40,73.30,+,1.9,73.10,2,73.30,25,29.92
728,3266,昇陽,"49,100",23,"672,380",13.65,13.80,13.65,13.80,+,0.05,13.70,22,13.80,11,27.60
729,3296,勝德,"66,076",45,"1,016,181",15.00,15.70,15.00,15.40,+,0.35,15.40,2,15.45,7,0.00
730,3305,昇貿,"501,061",315,"12,963,949",25.70,26.35,25.65,26.00, ,0.0,26.00,8,26.05,12,23.01
731,3308,聯德,"17,003",23,"105,635",6.18,6.25,6.14,6.25,+,0.11,6.24,2,6.25,2,0.00
732,3311,閎暉,"76,472",64,"2,145,235",28.05,28.20,27.95,28.05, ,0.0,28.00,2,28.05,17,0.00
733,3312,弘憶股,"118,468",81,"1,622,680",13.65,13.75,13.65,13.70,+,0.1,13.70,8,13.75,48,12.23
734,3321,同泰,"715,150",312,"10,962,295",15.00,15.60,15.00,15.40,+,0.5,15.35,9,15.40,1,0.00
735,3338,泰碩,"1,657,701","1,178","106,938,431",62.60,65.60,62.60,65.00,+,2.6,64.90,12,65.00,31,17.24
736,3346,麗清,"379,331",239,"11,554,360",30.00,31.00,30.00,30.50,+,0.5,30.45,6,30.50,1,0.00
737,3356,奇偶,"621,368",340,"15,674,108",25.10,25.45,25.05,25.20,-,0.15,25.20,12,25.25,18,280.00
738,3376,新日興,"685,189",554,"97,083,338",141.00,143.00,140.00,142.50,+,2.5,142.00,23,142.50,23,18.43
739,3380,明泰,"2,868,047","1,483","81,438,670",28.55,28.90,27.90,28.45,+,0.05,28.40,26,28.45,10,64.66
740,3383,新世紀,"189,977",54,"792,155",4.10,4.22,4.08,4.14,+,0.06,4.13,4,4.14,6,0.00
741,3406,玉晶光,"6,603,792","5,322","3,919,734,616",586.00,602.00,582.00,597.00,+,12.0,597.00,9,598.00,46,20.13
742,3413,京鼎,"986,434",800,"184,495,092",184.00,189.00,184.00,188.00,+,5.0,188.00,5,188.50,3,14.52
743,3416,融程電,"590,205",456,"44,577,297",73.10,77.80,73.10,76.10,+,3.2,76.10,2,76.20,11,24.39
744,3419,譁裕,"602,002",234,"8,159,576",13.65,13.75,13.40,13.50,-,0.05,13.50,3,13.55,2,0.00
745,3432,台端,"24,000",21,"315,200",12.95,13.20,12.95,13.15,+,0.2,13.05,1,13.15,10,21.92
746,3437,榮創,"1,650,650",876,"38,549,469",23.10,23.70,22.90,23.65,+,0.75,23.60,38,23.65,25,0.00
747,3443,創意,"1,825,297","1,534","484,735,690",259.00,268.50,257.00,268.50,+,9.5,268.00,7,268.50,25,70.29
748,3450,聯鈞,"1,482,919","1,034","96,766,070",64.10,65.90,64.10,65.70,+,1.8,65.60,3,65.70,20,36.10
749,3454,晶睿,"109,458",78,"8,311,687",75.00,76.60,75.00,75.80,+,0.8,75.70,1,75.80,8,30.32
750,3481,群創,"106,258,130","12,118","1,084,945,973",10.35,10.40,10.10,10.15,-,0.05,10.15,"4,269",10.20,806,0.00
751,3494,誠研,"214,001",75,"947,794",4.44,4.49,4.35,4.48,+,0.07,4.44,5,4.48,10,0.00
752,3501,維熹,"47,089",46,"2,196,468",46.55,46.80,46.55,46.80,+,0.2,46.60,8,46.90,3,12.86
753,3504,揚明光,"238,000",186,"13,803,700",57.00,58.70,57.00,58.50,+,1.5,58.50,2,58.60,2,0.00
754,3515,華擎,"1,064,306",927,"196,851,110",181.50,187.50,181.00,186.00,+,6.5,185.50,20,186.00,12,24.38
755,3518,柏騰,"80,258",64,"2,238,243",27.95,28.20,27.65,27.90,+,0.25,27.85,1,27.90,20,0.00
756,3528,安馳,"25,515",25,"1,036,708",40.60,40.70,40.40,40.70,+,0.1,40.65,2,40.70,1,13.39
757,3530,晶相光,"672,200",515,"56,956,700",85.60,85.60,83.90,84.50,+,0.1,84.40,9,84.50,6,38.58
758,3532,台勝科,"470,593",390,"49,559,246",104.50,106.00,104.00,106.00,+,1.5,105.50,7,106.00,15,34.19
759,3533,嘉澤,"1,035,179",769,"426,814,900",408.00,418.50,401.50,412.00,+,7.5,411.50,2,413.00,2,16.06
760,3535,晶彩科,"393,071",273,"7,209,355",18.50,18.55,18.20,18.35,-,0.05,18.35,15,18.40,3,0.00
761,3536,誠創,"457,332",153,"3,081,144",6.50,6.76,6.50,6.76,+,0.61,6.76,12,--,0,0.00
762,3543,州巧,"249,000",112,"4,560,350",18.25,18.45,18.15,18.30,+,0.1,18.30,40,18.40,11,41.59
763,3545,敦泰,"2,692,633","1,401","89,018,195",32.60,33.45,32.50,33.20,+,0.75,33.20,2,33.25,5,31.92
764,3550,聯穎,"154,001",58,"2,143,514",13.80,14.00,13.75,14.00,+,0.2,13.95,1,14.00,9,17.72
765,3557,嘉威,"296,100",220,"22,531,936",75.70,77.00,75.00,76.30,+,0.7,76.30,2,76.50,4,9.01
766,3563,牧德,"1,444,259","1,274","432,768,065",289.50,305.00,289.50,300.50,+,14.0,300.50,2,301.00,6,18.86
767,3576,聯合再生,"35,111,064","9,221","392,602,008",11.35,11.40,11.00,11.15,-,0.3,11.15,736,11.20,121,0.00
768,3583,辛耘,"477,013",372,"27,029,251",56.30,57.50,55.40,57.20,+,1.8,57.10,12,57.20,1,19.52
769,3588,通嘉,"603,601",470,"21,721,880",34.70,36.80,34.70,36.40,+,2.05,36.35,22,36.40,3,48.53
770,3591,艾笛森,"723,367",316,"9,166,172",12.60,12.85,12.50,12.55,+,0.15,12.50,38,12.55,3,0.00
771,3593,力銘,"148,380",88,"1,585,108",10.85,11.00,10.50,11.00,+,0.3,10.95,1,11.00,7,0.00
772,3596,智易,"2,405,585","1,622","208,759,047",85.50,87.60,85.40,87.10,+,2.0,87.00,20,87.20,6,14.91
773,3605,宏致,"1,813,330","1,029","55,444,862",30.60,30.90,30.20,30.60, ,0.0,30.60,47,30.65,46,11.29
774,3607,谷崧,"111,001",65,"1,350,812",12.15,12.30,12.10,12.15,+,0.05,12.15,6,12.25,8,0.00
775,3617,碩天,"18,020",18,"1,354,620",74.90,75.90,74.80,75.30,+,0.1,75.10,5,75.50,2,19.46
776,3622,洋華,"235,354",134,"5,359,292",22.60,23.05,22.20,23.00,+,0.5,23.00,6,23.05,10,21.90
777,3645,達邁,"3,617,612","2,456","243,886,814",66.10,68.70,65.50,68.70,+,2.5,68.60,16,68.70,52,46.42
778,3653,健策,"1,299,207","1,105","376,264,444",288.50,293.50,285.50,290.00,+,4.5,290.00,5,290.50,2,37.81
779,3661,世芯-KY,"11,074,190","8,655","4,831,432,880",415.50,452.00,412.00,452.00,+,41.0,452.00,731,--,0,44.44
780,3665,貿聯-KY,"1,450,218","1,204","338,094,176",238.50,239.00,231.50,232.50,-,5.5,232.50,25,233.50,10,17.24
781,3669,圓展,"34,809,525","17,163","3,809,520,636",107.00,115.50,102.50,115.50,+,10.5,115.50,"1,735",--,0,65.62
782,3673,TPK-KY,"1,529,931",927,"77,073,464",50.00,50.80,49.90,50.40,+,0.7,50.40,95,50.50,61,42.71
783,3679,新至陞,"1,091,800",811,"105,631,137",94.50,99.50,93.60,98.30,+,3.3,98.20,1,98.30,5,10.78
784,3682,亞太電,"45,200,168","13,039","470,984,093",10.80,10.90,10.20,10.30,-,0.9,10.25,696,10.30,79,0.00
785,3686,達能,"1,015,993",409,"16,560,682",16.30,16.30,16.30,16.30,-,1.8,--,0,16.30,"3,694",0.00
786,3694,海華,"1,290,663",677,"40,082,284",30.90,31.65,30.45,31.00,+,0.45,31.00,4,31.10,4,36.47
787,3698,隆達,"5,250,398","2,105","117,882,832",22.75,22.75,22.15,22.25,+,0.3,22.25,158,22.30,3,0.00
788,3701,大眾控,"24,999",31,"330,382",13.25,13.25,13.20,13.25, ,0.0,13.15,15,13.25,2,"1,325.00"
789,3702,大聯大,"2,965,211","1,387","118,938,490",40.10,40.45,39.95,39.95,-,0.05,39.95,182,40.00,16,10.30
790,3702A,大聯大甲特,"258,173",98,"12,908,491",50.00,50.10,49.95,49.95,-,0.05,49.95,208,50.00,98,0.00
791,3703,欣陸,"16,563,220","5,604","338,229,402",21.25,21.65,19.95,20.15,-,0.6,20.15,28,20.20,102,251.88
792,3704,合勤控,"12,685,033","5,601","310,898,014",25.00,25.40,23.80,24.80,-,0.2,24.80,28,24.85,34,0.00
793,3705,永信,"128,706",107,"5,692,024",44.10,44.35,44.10,44.10, ,0.0,44.10,17,44.25,1,14.70
794,3706,神達,"2,333,554","1,173","67,844,516",29.20,29.20,29.00,29.00, ,0.0,29.00,442,29.05,14,10.28
795,3708,上緯投控,"13,870,456","9,460","2,151,428,633",155.00,160.00,149.00,159.50,+,5.5,159.00,6,159.50,132,20.85
796,3711,日月光投控,"6,663,014","2,788","410,665,936",61.30,62.00,61.30,61.60,+,0.3,61.60,109,61.70,22,11.45
797,3712,永崴投控,"2,359,836","1,349","93,915,170",41.25,41.25,39.00,40.35,+,0.15,40.30,2,40.35,4,0.00
798,4104,佳醫,"247,202",158,"13,869,612",56.50,56.50,55.90,56.20,+,0.1,56.20,3,56.30,10,14.60
799,4106,雃博,"517,752",305,"16,576,262",32.15,32.25,31.70,32.00, ,0.0,32.00,21,32.05,1,34.04
800,4108,懷特,"718,551",443,"19,919,312",27.95,27.95,27.40,27.60,-,0.35,27.60,13,27.70,3,0.00
801,4119,旭富,"382,000",328,"47,082,000",123.00,124.00,122.00,123.50,+,0.5,123.50,16,124.00,4,14.03
802,4133,亞諾法,"3,251,377","2,117","227,767,590",68.20,72.00,68.20,69.50,-,0.9,69.50,9,69.60,1,289.58
803,4137,麗豐-KY,"143,051",118,"27,277,945",192.50,192.50,189.50,191.50, ,0.0,191.00,17,191.50,5,14.26
804,4141,龍燈-KY,"125,315",101,"1,582,702",12.60,12.75,12.60,12.70,+,0.15,12.65,1,12.70,1,0.00
805,4142,國光生,"11,409,233","6,579","818,920,876",72.70,72.70,71.20,71.30,+,0.7,71.30,80,71.40,160,0.00
806,4144,康聯-KY,"93,557",73,"2,504,012",26.75,26.80,26.75,26.80,+,0.1,26.75,61,26.80,52,0.00
807,4148,全宇生技-KY,"28,000",12,"1,061,450",38.00,38.00,37.80,37.80, ,0.0,37.65,3,37.80,10,121.94
808,4155,訊映,"2,054,783","1,028","61,643,990",29.30,30.45,29.25,30.30,+,1.0,30.25,1,30.30,9,17.02
809,4164,承業醫,"231,339",127,"9,053,187",39.00,39.25,38.90,39.10, ,0.0,39.10,10,39.15,2,14.01
810,4190,佐登-KY,"289,235",251,"24,672,868",86.60,86.90,84.60,85.20,-,1.4,85.20,2,85.30,2,18.13
811,4306,炎洲,"2,563,511",922,"36,710,996",14.50,14.65,14.15,14.35,-,0.1,14.30,86,14.35,11,0.00
812,4414,如興,"5,366,631","1,498","67,221,929",12.70,12.80,12.30,12.65,+,0.3,12.60,53,12.65,7,0.00
813,4426,利勤,"254,773",152,"7,659,994",30.05,30.40,29.90,30.05, ,0.0,30.00,36,30.05,10,40.61
814,4438,廣越,"303,351",218,"34,175,216",115.00,115.50,111.50,112.50,-,4.5,112.00,3,112.50,2,13.30
815,4439,冠星-KY,"23,000",18,"2,710,500",116.50,119.00,116.50,118.50,+,2.0,118.00,2,118.50,2,9.57
816,4526,東台,"276,214",194,"3,635,627",13.05,13.25,13.05,13.20,+,0.2,13.15,2,13.20,9,0.00
817,4532,瑞智,"1,039,310",611,"21,182,656",20.90,20.90,20.25,20.30,-,0.55,20.30,34,20.35,36,17.96
818,4536,拓凱,"526,093",384,"84,283,624",161.50,163.00,157.00,161.00,-,1.5,160.50,8,161.00,15,22.15
819,4540,全球傳動,"97,000",75,"4,647,700",48.00,48.00,47.65,47.90,-,0.05,47.90,1,48.00,1,0.00
820,4545,銘鈺,"130,000",84,"3,871,800",30.20,30.20,29.50,30.15,+,0.2,29.90,2,30.20,3,251.25
821,4551,智伸科,"344,150",230,"62,912,525",182.00,184.50,181.00,183.50,+,1.5,183.00,9,183.50,3,43.48
822,4552,力達-KY,"239,824",202,"9,131,099",37.40,38.35,37.40,38.05,+,0.65,38.05,1,38.10,9,16.12
823,4555,氣立,"53,000",47,"2,568,450",48.45,48.80,48.30,48.80, ,0.0,48.75,3,48.80,1,39.67
824,4557,永新-KY,"23,470",20,"1,424,729",60.70,60.80,60.70,60.80,+,0.1,60.90,1,61.00,3,13.63
825,4560,強信-KY,"187,000",58,"7,448,100",39.80,40.00,39.70,39.85,+,0.15,39.80,1,39.85,13,14.03
826,4562,穎漢,"45,000",39,"765,250",16.90,17.15,16.90,17.10,+,0.15,16.90,2,17.10,17,0.00
827,4564,元翎,"416,797",279,"13,140,275",31.65,31.90,31.05,31.40,-,0.4,31.35,7,31.40,26,20.26
828,4566,時碩工業,"47,000",30,"1,742,650",37.05,37.55,37.00,37.00,+,0.3,37.00,3,37.10,8,17.05
829,4571,鈞興-KY,"127,155",98,"9,414,470",73.40,75.50,73.00,73.30,+,0.6,73.30,1,73.70,1,15.76
830,4572,駐龍,"35,025",26,"2,799,060",80.00,80.40,79.40,79.60,+,0.3,79.50,1,79.60,2,20.89
831,4576,大銀微系統,"39,630",42,"3,059,510",77.00,77.90,77.00,77.00, ,0.0,77.00,1,77.20,1,240.62
832,4581,光隆精密-KY,"5,000",4,"186,250",36.85,37.55,36.85,37.50,+,0.6,37.05,1,37.50,3,13.69
833,4720,德淵,"747,197",399,"10,644,676",14.25,14.40,14.15,14.25,-,0.05,14.20,34,14.25,1,57.00
834,4722,國精化,"347,901",210,"9,900,978",28.30,28.60,28.30,28.50,+,0.35,28.50,7,28.55,29,11.92
835,4725,信昌化,"192,842",81,"3,374,776",17.50,17.55,17.50,17.50, ,0.0,17.50,34,17.55,7,0.00
836,4737,華廣,"77,003",65,"5,762,024",74.50,75.20,74.50,74.90,+,0.8,74.70,6,75.00,7,117.03
837,4739,康普,"559,590",407,"33,509,118",58.80,60.50,58.50,60.10,+,1.9,60.00,23,60.10,1,46.23
838,4746,台耀,"1,907,100",997,"97,950,620",51.70,52.30,50.70,51.00,+,0.3,50.90,8,51.00,39,10.41
839,4755,三福化,"102,000",75,"6,864,100",66.60,67.90,66.50,67.30,+,0.7,67.20,2,67.30,3,17.44
840,4763,材料-KY,"190,250",139,"24,021,375",126.50,127.50,125.00,125.50,-,0.5,125.50,10,126.00,4,14.66
841,4764,雙鍵,0,0,0,--,--,--,--, ,0.0,60.90,1,61.30,2,100.49
842,4766,南寶,"78,115",75,"10,089,950",128.50,129.50,128.50,129.00,+,1.0,128.50,11,129.50,30,13.51
843,4807,日成-KY,"6,001",6,"178,032",29.65,29.70,29.65,29.65, ,0.0,29.55,1,29.65,1,42.36
844,4904,遠傳,"2,326,516","1,298","146,067,208",63.20,63.20,62.50,62.70,-,0.3,62.70,8,62.80,60,23.40
845,4906,正文,"2,090,458",917,"56,317,016",26.60,27.20,26.60,27.15,+,0.6,27.10,6,27.15,55,271.50
846,4912,聯德控股-KY,"470,100",337,"57,779,850",125.50,125.50,120.50,123.50, ,0.0,123.00,9,123.50,24,18.35
847,4915,致伸,"4,319,810","2,740","189,332,740",42.90,44.35,42.90,44.05,+,1.2,44.00,15,44.05,12,9.22
848,4916,事欣科,"141,201",82,"2,976,128",21.00,21.20,21.00,21.10,+,0.1,21.05,9,21.10,6,10.05
849,4919,新唐,"3,499,672","2,025","154,933,900",43.30,44.95,42.70,44.80,+,1.7,44.75,63,44.80,5,18.74
850,4927,泰鼎-KY,"8,825,734","5,539","654,532,356",71.10,76.80,71.10,74.20,+,3.2,74.20,13,74.30,13,14.99
851,4930,燦星網,"1,045,970",356,"14,984,465",14.20,14.70,13.80,14.50,+,0.6,14.45,4,14.50,40,13.43
852,4934,太極,"3,855,236","1,785","107,196,521",28.45,28.45,27.30,27.90,-,0.4,27.90,15,27.95,1,0.00
853,4935,茂林-KY,"1,739,278","1,139","195,962,831",112.50,114.50,111.50,113.00,+,1.5,112.50,10,113.00,15,20.00
854,4938,和碩,"6,330,751","2,971","402,831,096",63.00,63.90,62.80,63.80,+,1.0,63.80,19,63.90,192,7.20
855,4942,嘉彰,"268,820",178,"10,430,411",38.70,39.00,38.50,38.85,+,0.5,38.80,20,38.85,5,8.09
856,4943,康控-KY,"1,440,154","1,174","125,847,342",85.30,89.00,85.30,87.90,+,3.6,87.80,7,87.90,2,41.46
857,4952,凌通,"472,130",247,"14,919,343",31.10,31.75,31.10,31.65,+,0.55,31.60,1,31.65,2,17.88
858,4956,光鋐,"993,105",494,"18,760,925",18.60,19.15,18.50,19.10,+,0.5,19.10,70,19.15,47,0.00
859,4958,臻鼎-KY,"6,008,970","4,017","772,069,600",124.00,131.00,123.50,129.00,+,6.0,129.00,64,129.50,193,12.61
860,4960,誠美材,"6,862,567","1,876","61,390,971",9.05,9.10,8.85,8.96,-,0.02,8.95,1,8.96,9,0.00
861,4961,天鈺,"927,238",557,"32,758,385",35.00,35.85,34.85,35.45,+,0.45,35.40,18,35.45,11,24.12
862,4967,十銓,"937,009",565,"35,119,392",37.30,37.75,37.15,37.55,+,0.65,37.55,2,37.60,11,12.04
863,4968,立積,"11,139,666","7,991","2,533,870,010",215.00,235.00,214.00,235.00,+,21.0,235.00,"1,967",--,0,40.24
864,4976,佳凌,"2,878,781","1,501","115,734,530",40.10,41.40,39.00,41.40,+,2.1,41.35,8,41.40,1,0.00
865,4977,眾達-KY,"711,409",505,"81,455,035",113.00,115.50,113.00,115.00,+,2.0,115.00,3,115.50,44,24.78
866,4989,榮科,"45,001",38,"756,418",17.00,17.00,16.65,16.85, ,0.0,16.85,4,16.90,3,0.00
867,4994,傳奇,"81,170",56,"5,015,056",62.00,62.50,61.30,61.90,+,1.1,61.90,1,62.10,1,16.25
868,4999,鑫禾,"327,570",258,"15,394,344",46.25,47.55,46.25,47.10,+,0.95,47.10,1,47.15,6,11.60
869,5007,三星,"69,825",53,"3,113,846",44.50,44.80,44.30,44.60,+,0.1,44.60,6,44.70,5,19.91
870,5203,訊連,"211,314",170,"24,168,796",115.50,115.50,113.50,114.50,-,0.5,114.00,31,114.50,1,26.57
871,5215,科嘉-KY,"2,453,319","1,829","392,480,678",160.00,163.00,155.50,163.00,+,4.5,162.50,12,163.00,65,23.52
872,5225,東科-KY,"44,000",38,"1,070,550",24.65,24.75,24.20,24.30,-,0.35,24.30,1,24.35,1,0.00
873,5234,達興材料,"101,200",84,"8,412,059",83.20,83.70,82.90,83.20,-,0.3,83.20,1,83.30,3,12.84
874,5243,乙盛-KY,"826,400",496,"28,837,490",34.45,35.20,34.30,34.90,+,0.95,34.80,36,34.90,6,13.58
